tradingsymbol,datetime,open,high,low,close,volume,open_interest
SBIN,2023-04-20,541.2,545.45,536.65,544.8,25588577,0
SBIN,2023-04-21,545.0,546.4,539.7,543.15,22599418,0
SBIN,2023-04-24,543.8,555.55,543.5,554.6,23335611,0
SBIN,2023-04-25,555.0,567.9,555.0,561.8,38142390,0
SBIN,2023-04-26,562.0,567.0,556.45,566.35,23143882,0
SBIN,2023-04-27,565.0,567.4,561.1,564.75,17845169,0
SBIN,2023-04-28,567.8,580.45,565.5,578.3,16183423,0
SBIN,2023-05-02,580.0,580.85,573.15,575.3,13667511,0
SBIN,2023-05-03,570.65,575.0,569.0,570.5,9699527,0
SBIN,2023-05-04,570.2,580.8,568.5,580.0,12533761,0
SBIN,2023-05-05,580.2,588.25,575.05,576.5,18163461,0
SBIN,2023-05-08,577.65,587.6,577.35,583.6,12990869,0
SBIN,2023-05-09,585.0,586.45,572.1,573.5,18959065,0
SBIN,2023-05-10,575.0,575.0,563.25,572.2,18561315,0
SBIN,2023-05-11,572.2,580.0,572.0,573.45,16016715,0
SBIN,2023-05-12,574.7,580.75,571.55,578.15,11319335,0
SBIN,2023-05-15,578.75,584.0,574.65,581.9,11410243,0
SBIN,2023-05-16,584.0,590.4,582.0,586.3,22178229,0
SBIN,2023-05-17,586.0,590.5,579.5,586.3,23739774,0
SBIN,2023-05-18,590.3,593.9,571.4,574.2,45656620,0
SBIN,2023-05-19,579.0,586.25,569.9,575.15,42293962,0
SBIN,2023-05-22,577.5,580.3,573.45,577.15,21484049,0
SBIN,2023-05-23,578.9,583.7,576.8,581.6,16120548,0
SBIN,2023-05-24,579.8,585.25,578.25,582.7,17616658,0
SBIN,2023-05-25,582.0,582.9,577.0,581.25,16479436,0
SBIN,2023-05-26,581.25,587.75,580.55,586.0,9788076,0
SBIN,2023-05-29,590.0,596.4,588.05,595.0,18432231,0
SBIN,2023-05-30,595.0,595.5,591.5,592.8,15031640,0
SBIN,2023-05-31,583.8,584.8,577.5,579.85,28797643,0
SBIN,2023-06-01,581.8,586.4,581.0,582.75,17820226,0
SBIN,2023-06-02,584.7,588.9,583.0,587.2,11323908,0
SBIN,2023-06-05,588.5,589.8,586.0,587.2,12920507,0
SBIN,2023-06-06,588.0,588.9,583.0,585.35,11199940,0
SBIN,2023-06-07,588.0,590.6,586.0,589.2,11113781,0
SBIN,2023-06-08,589.95,593.95,586.35,588.5,15971917,0
SBIN,2023-06-09,588.0,589.1,576.75,578.7,18870272,0
SBIN,2023-06-12,580.0,581.5,577.7,578.65,8786066,0
SBIN,2023-06-13,579.45,581.4,574.25,576.4,12612098,0
SBIN,2023-06-14,577.0,578.55,575.25,576.55,8948696,0
SBIN,2023-06-15,576.0,576.7,565.25,566.5,17934877,0
SBIN,2023-06-16,568.75,574.7,567.05,571.25,12660226,0
SBIN,2023-06-19,571.25,572.75,565.9,568.85,17903691,0
SBIN,2023-06-20,568.85,569.45,562.55,567.4,14549152,0
SBIN,2023-06-21,567.4,569.5,565.65,566.35,14946871,0
SBIN,2023-06-22,566.35,569.0,561.05,562.95,14979063,0
SBIN,2023-06-23,562.0,562.1,553.8,554.6,12215712,0
SBIN,2023-06-26,556.0,558.5,554.5,557.05,8360264,0
SBIN,2023-06-27,558.25,567.95,555.65,566.1,10694768,0
SBIN,2023-06-28,572.25,574.0,568.55,569.8,18028934,0
SBIN,2023-06-30,574.0,574.0,570.2,572.85,8718232,0
SBIN,2023-07-03,574.5,586.35,573.9,585.45,15421985,0
SBIN,2023-07-04,588.2,595.95,582.25,589.25,24799250,0
SBIN,2023-07-05,589.8,593.7,588.2,590.6,13598114,0
SBIN,2023-07-06,590.4,593.5,589.1,592.5,11323509,0
SBIN,2023-07-07,590.0,595.5,585.5,593.6,11707209,0
SBIN,2023-07-10,594.65,599.8,590.25,592.6,11417363,0
SBIN,2023-07-11,595.0,595.95,587.35,588.55,13221177,0
SBIN,2023-07-12,589.0,594.5,588.2,589.25,16029716,0
SBIN,2023-07-13,594.9,598.0,583.35,585.65,20024503,0
SBIN,2023-07-14,586.75,591.3,580.7,584.4,12190152,0
SBIN,2023-07-17,587.0,602.85,584.2,601.1,19378986,0
SBIN,2023-07-18,603.05,604.05,588.75,592.35,25757209,0
SBIN,2023-07-19,594.65,602.4,592.0,601.45,17556585,0
SBIN,2023-07-20,601.4,610.8,598.75,610.05,34038351,0
SBIN,2023-07-21,610.0,619.5,609.0,615.1,21040281,0
SBIN,2023-07-24,615.05,621.9,614.3,617.65,11756364,0
SBIN,2023-07-25,621.8,621.8,604.2,609.6,18503305,0
SBIN,2023-07-26,612.0,616.35,609.15,615.15,9999125,0
SBIN,2023-07-27,616.4,621.25,613.1,616.55,17444742,0
SBIN,2023-07-28,616.4,619.9,613.6,616.05,11930586,0
SBIN,2023-07-31,616.65,621.0,614.5,620.2,8605483,0
SBIN,2023-08-01,620.2,620.85,610.6,611.85,13493453,0
SBIN,2023-08-02,609.85,610.5,594.1,598.45,14977497,0
SBIN,2023-08-03,598.7,600.85,585.0,590.5,27774877,0
SBIN,2023-08-04,594.8,598.7,571.4,573.3,52725616,0
SBIN,2023-08-07,577.0,577.0,566.65,567.9,32736325,0
SBIN,2023-08-08,571.0,574.25,568.45,573.1,25038671,0
SBIN,2023-08-09,575.0,575.0,568.35,573.75,15769111,0
SBIN,2023-08-10,573.75,577.6,570.1,573.65,27325801,0
SBIN,2023-08-11,575.45,579.0,572.0,574.15,18221179,0
SBIN,2023-08-14,572.95,573.0,558.6,560.8,28084093,0
SBIN,2023-08-16,558.8,566.4,554.0,565.35,15725767,0
SBIN,2023-08-17,565.75,573.15,564.0,572.15,27910162,0
SBIN,2023-08-18,570.0,575.25,567.4,572.95,18253227,0
SBIN,2023-08-21,572.95,575.55,570.75,571.7,9380810,0
SBIN,2023-08-22,572.5,574.45,567.5,568.5,14073413,0
SBIN,2023-08-23,571.0,577.95,566.0,576.9,18579297,0
SBIN,2023-08-24,578.15,582.0,575.55,576.95,24131644,0
SBIN,2023-08-25,573.8,575.3,567.2,569.95,12271885,0
SBIN,2023-08-28,572.8,574.8,569.2,572.85,9711932,0
SBIN,2023-08-29,573.65,576.3,571.85,574.85,13144855,0
SBIN,2023-08-30,576.7,577.7,566.1,567.4,15281416,0
SBIN,2023-08-31,569.3,570.3,559.4,561.35,27898476,0
SBIN,2023-09-01,562.7,571.2,562.1,569.55,18121168,0
SBIN,2023-09-04,572.0,576.35,568.45,575.55,12108655,0
SBIN,2023-09-05,575.6,578.25,571.35,573.0,14444729,0
SBIN,2023-09-06,574.25,574.25,568.0,570.5,20609936,0
SBIN,2023-09-07,568.0,581.0,568.0,579.05,12390597,0
SBIN,2023-09-08,581.0,588.5,579.7,583.45,14032068,0
SBIN,2023-09-11,587.0,592.3,585.35,591.7,10946134,0
SBIN,2023-09-12,593.65,594.25,584.65,588.35,16093060,0
SBIN,2023-09-13,588.4,598.0,583.45,596.45,19377172,0
SBIN,2023-09-14,598.45,603.7,595.2,597.3,13178911,0
SBIN,2023-09-15,599.35,600.7,595.2,598.8,11756389,0
SBIN,2023-09-18,598.8,608.4,597.05,603.95,19305055,0
SBIN,2023-09-20,600.85,606.8,599.4,601.1,21314600,0
SBIN,2023-09-21,600.0,606.6,584.65,588.15,23453425,0
SBIN,2023-09-22,593.5,602.0,591.4,598.15,18784139,0
SBIN,2023-09-25,601.5,601.5,590.45,594.05,9712784,0
SBIN,2023-09-26,594.0,595.0,591.25,594.4,8327427,0
SBIN,2023-09-27,593.45,594.3,588.2,589.75,9865347,0
SBIN,2023-09-28,591.25,595.2,588.85,589.95,21960816,0
SBIN,2023-09-29,592.85,600.0,591.3,598.55,12189735,0
SBIN,2023-10-03,596.6,604.9,589.6,602.95,15322196,0
SBIN,2023-10-04,600.0,600.45,584.45,586.25,24914612,0
SBIN,2023-10-05,590.0,594.35,587.1,592.15,13248028,0
SBIN,2023-10-06,593.4,598.95,592.2,594.25,8216780,0
SBIN,2023-10-09,588.0,589.0,581.55,585.1,9189597,0
SBIN,2023-10-10,587.0,595.0,585.75,591.65,10373508,0
SBIN,2023-10-11,596.9,597.0,587.6,588.35,14220119,0
SBIN,2023-10-12,590.8,593.0,585.0,586.05,11983797,0
SBIN,2023-10-13,577.75,581.3,574.8,576.15,19064577,0
SBIN,2023-10-16,576.0,578.75,571.5,575.65,11290293,0
SBIN,2023-10-17,577.7,579.95,575.3,576.45,10765224,0
SBIN,2023-10-18,577.75,579.25,569.35,572.65,11777454,0
SBIN,2023-10-19,569.8,574.0,567.0,571.2,11441499,0
SBIN,2023-10-20,569.9,570.0,562.1,563.1,11110988,0
SBIN,2023-10-23,563.1,566.0,551.0,552.95,11875035,0
SBIN,2023-10-25,558.6,560.8,553.6,556.2,12134624,0
SBIN,2023-10-26,551.45,552.9,543.2,547.0,19424825,0
SBIN,2023-10-27,550.0,562.5,550.0,561.15,10415296,0
SBIN,2023-10-30,563.0,566.7,556.5,565.2,8593704,0
SBIN,2023-10-31,567.0,569.5,563.15,565.55,13039696,0
SBIN,2023-11-01,566.25,569.65,563.85,566.4,13575575,0
SBIN,2023-11-02,571.1,575.45,567.6,572.1,11148516,0
SBIN,2023-11-03,576.0,579.5,573.45,578.15,11371371,0
SBIN,2023-11-06,582.0,582.5,573.25,574.35,16499138,0
SBIN,2023-11-07,574.8,581.2,572.6,579.75,17923281,0
SBIN,2023-11-08,581.9,582.6,579.0,580.3,15434808,0
SBIN,2023-11-09,581.0,581.85,576.5,578.35,12434363,0
SBIN,2023-11-10,577.8,581.0,575.4,579.5,6773038,0
SBIN,2023-11-12,584.75,584.75,580.1,581.3,1947722,0
SBIN,2023-11-13,581.0,582.5,575.2,581.35,11282362,0
SBIN,2023-11-15,587.25,588.0,582.6,584.7,11397676,0
SBIN,2023-11-16,584.7,588.0,582.9,584.65,8622660,0
SBIN,2023-11-17,574.5,574.5,562.1,563.05,37173221,0
SBIN,2023-11-20,564.0,566.8,560.6,563.75,12714585,0
SBIN,2023-11-21,566.0,566.65,561.0,561.5,14280013,0
SBIN,2023-11-22,562.95,564.5,555.15,558.95,14909071,0
SBIN,2023-11-23,561.75,563.5,558.3,559.95,6376210,0
SBIN,2023-11-24,561.95,562.45,559.25,560.35,6529851,0
SBIN,2023-11-28,563.6,565.2,561.1,564.45,8153314,0
SBIN,2023-11-29,568.0,569.0,565.1,568.6,10299034,0
SBIN,2023-11-30,569.75,570.2,563.65,564.75,19758998,0
SBIN,2023-12-01,567.0,574.2,566.55,571.75,10614230,0
SBIN,2023-12-04,588.0,596.0,584.55,594.7,26077882,0
SBIN,2023-12-05,595.05,611.3,595.05,608.25,36430152,0
SBIN,2023-12-06,614.0,614.0,604.55,608.45,21439069,0
SBIN,2023-12-07,610.0,612.55,605.0,611.7,10725706,0
SBIN,2023-12-08,610.0,616.8,605.35,614.15,17722136,0
SBIN,2023-12-11,615.0,619.9,613.1,614.25,11706255,0
SBIN,2023-12-12,617.0,617.95,610.8,612.4,14494836,0
SBIN,2023-12-13,614.45,620.5,611.65,619.85,13977914,0
SBIN,2023-12-14,626.0,627.75,622.4,623.65,15813797,0
SBIN,2023-12-15,628.0,650.0,619.85,648.25,29813572,0
SBIN,2023-12-18,646.65,655.65,642.4,648.5,16221796,0
SBIN,2023-12-19,648.5,659.6,640.25,655.4,19964008,0
SBIN,2023-12-20,658.7,660.4,633.95,636.45,22542056,0
SBIN,2023-12-21,632.15,648.95,627.5,643.75,19915516,0
SBIN,2023-12-22,644.75,649.4,635.15,636.75,14998068,0
SBIN,2023-12-26,638.85,641.3,635.65,638.05,10153089,0
SBIN,2023-12-27,640.75,649.45,639.0,648.55,14417646,0
SBIN,2023-12-28,650.25,653.3,646.5,651.4,16982092,0
SBIN,2023-12-29,645.5,649.6,639.55,642.05,13221898,0
SBIN,2024-01-01,642.2,646.9,638.0,641.35,8295548,0
SBIN,2024-01-02,641.35,648.0,633.85,639.45,15164482,0
SBIN,2024-01-03,639.35,648.0,635.8,643.45,14571772,0
SBIN,2024-01-04,642.5,646.4,638.65,642.75,13883388,0
SBIN,2024-01-05,645.0,651.75,637.75,641.95,15984585,0
SBIN,2024-01-08,640.0,645.0,625.05,627.0,14689705,0
