tradingsymbol,datetime,open,high,low,close,volume,open_interest
SBIN,2020-08-07,191.45,192.1,189.55,190.65,44822757,0
SBIN,2020-08-10,191.85,195.5,191.7,193.8,48785067,0
SBIN,2020-08-11,195.0,196.8,193.75,195.05,43892064,0
SBIN,2020-08-12,196.0,204.25,194.6,203.3,157820882,0
SBIN,2020-08-13,205.5,207.3,200.75,201.9,70443500,0
SBIN,2020-08-14,203.0,204.0,194.6,196.5,56176117,0
SBIN,2020-08-17,198.45,198.65,191.5,193.1,54788249,0
SBIN,2020-08-18,193.8,195.75,191.7,195.1,46295650,0
SBIN,2020-08-19,196.4,200.3,195.9,197.05,59302164,0
SBIN,2020-08-20,194.0,196.35,193.25,194.75,37505379,0
SBIN,2020-08-21,199.0,201.5,197.65,198.4,68047789,0
SBIN,2020-08-24,200.0,202.8,198.6,201.45,53866579,0
SBIN,2020-08-25,204.0,208.45,202.7,207.95,105397006,0
SBIN,2020-08-26,208.5,210.35,206.15,209.85,66750983,0
SBIN,2020-08-27,210.5,216.5,210.5,215.65,80999489,0
SBIN,2020-08-28,217.0,225.9,216.8,224.85,95983850,0
SBIN,2020-08-31,231.55,231.55,210.35,212.0,119990567,0
SBIN,2020-09-01,213.1,218.9,211.2,218.1,75048317,0
SBIN,2020-09-02,218.25,219.0,212.3,216.25,47608719,0
SBIN,2020-09-03,217.5,218.25,212.3,213.15,38595597,0
SBIN,2020-09-04,210.0,212.3,205.9,206.6,54435819,0
SBIN,2020-09-07,207.5,209.65,205.4,207.9,35687677,0
SBIN,2020-09-08,207.9,208.5,202.9,204.05,34147081,0
SBIN,2020-09-09,201.1,201.4,192.5,194.85,72716962,0
SBIN,2020-09-10,197.7,201.45,195.2,198.15,67790247,0
SBIN,2020-09-11,198.55,203.85,197.0,202.7,48488142,0
SBIN,2020-09-14,205.9,206.2,197.35,198.5,63606706,0
SBIN,2020-09-15,199.9,201.0,197.1,200.15,51762796,0
SBIN,2020-09-16,199.85,200.05,196.25,198.2,52407160,0
SBIN,2020-09-17,197.0,198.0,195.0,195.45,41226058,0
SBIN,2020-09-18,196.0,197.2,189.7,192.6,55286449,0
SBIN,2020-09-21,193.05,193.5,184.25,185.8,57614739,0
SBIN,2020-09-22,186.15,188.3,181.15,186.2,51216440,0
SBIN,2020-09-23,188.15,188.95,181.0,183.8,44321881,0
SBIN,2020-09-24,181.1,181.8,175.5,176.35,46115352,0
SBIN,2020-09-25,179.0,182.75,176.15,182.2,46550618,0
SBIN,2020-09-28,184.0,188.15,183.35,187.25,41921659,0
SBIN,2020-09-29,188.5,188.95,183.25,185.05,35688939,0
SBIN,2020-09-30,185.05,186.8,182.4,185.4,37642302,0
SBIN,2020-10-01,187.0,191.2,186.9,190.3,43589041,0
SBIN,2020-10-05,192.0,193.8,187.05,188.75,41694812,0
SBIN,2020-10-06,191.1,192.1,188.3,191.6,31098807,0
SBIN,2020-10-07,192.55,193.15,189.1,190.7,34578821,0
SBIN,2020-10-08,191.35,195.8,190.55,191.5,43351954,0
SBIN,2020-10-09,192.0,198.8,190.55,198.3,64908374,0
SBIN,2020-10-12,199.7,205.95,197.25,198.7,69125880,0
SBIN,2020-10-13,198.65,200.0,195.1,195.7,34949604,0
SBIN,2020-10-14,194.05,200.9,193.05,200.05,40550062,0
SBIN,2020-10-15,201.0,202.5,192.0,192.85,49184944,0
SBIN,2020-10-16,194.0,196.75,191.6,195.95,36894938,0
SBIN,2020-10-19,196.2,204.6,196.05,204.0,60223657,0
SBIN,2020-10-20,201.0,204.35,200.7,203.05,39317197,0
SBIN,2020-10-21,204.7,207.3,198.85,203.75,54516482,0
SBIN,2020-10-22,201.9,204.6,201.1,203.3,33721761,0
SBIN,2020-10-23,204.0,205.6,201.55,202.8,32708098,0
SBIN,2020-10-26,202.7,204.0,195.6,196.7,45471498,0
SBIN,2020-10-27,197.25,197.55,192.25,194.65,37802664,0
SBIN,2020-10-28,195.0,195.0,189.05,190.45,46462213,0
SBIN,2020-10-29,189.35,190.7,185.9,188.7,44823105,0
SBIN,2020-10-30,189.35,192.0,186.15,189.25,41520135,0
SBIN,2020-11-02,192.2,197.25,190.05,196.05,52600119,0
SBIN,2020-11-03,198.0,205.8,197.6,204.75,69890201,0
SBIN,2020-11-04,203.5,209.0,198.05,207.0,117577856,0
SBIN,2020-11-05,216.0,221.0,214.75,218.65,138023646,0
SBIN,2020-11-06,219.0,221.85,217.05,219.2,73147085,0
SBIN,2020-11-09,222.5,222.65,217.05,219.5,60359458,0
SBIN,2020-11-10,223.1,235.0,223.0,231.7,135294550,0
SBIN,2020-11-11,232.75,239.35,227.75,234.2,107094861,0
SBIN,2020-11-12,233.2,233.35,225.65,226.8,58859905,0
SBIN,2020-11-13,225.0,230.65,220.1,229.45,70676525,0
SBIN,2020-11-14,232.0,232.9,227.75,229.65,7753219,0
SBIN,2020-11-17,231.85,241.6,231.0,240.2,80501583,0
SBIN,2020-11-18,239.4,253.0,237.9,252.0,104514060,0
SBIN,2020-11-19,248.0,251.8,239.0,239.75,82284278,0
SBIN,2020-11-20,241.5,245.4,233.95,242.75,84411129,0
SBIN,2020-11-23,243.5,246.15,238.1,238.7,57538324,0
SBIN,2020-11-24,240.5,245.0,239.5,243.85,47636611,0
SBIN,2020-11-25,245.45,249.9,241.6,243.0,74767232,0
SBIN,2020-11-26,244.0,246.25,240.15,245.45,64248318,0
SBIN,2020-11-27,245.45,246.25,242.05,244.25,54355703,0
SBIN,2020-12-01,245.0,248.95,244.25,248.05,37003272,0
SBIN,2020-12-02,248.35,250.85,244.1,246.95,56723083,0
SBIN,2020-12-03,249.3,259.0,248.0,256.3,79266442,0
SBIN,2020-12-04,257.0,264.35,253.55,263.5,79252024,0
SBIN,2020-12-07,263.8,271.45,263.0,269.6,76053084,0
SBIN,2020-12-08,270.95,273.7,265.25,271.9,65617502,0
SBIN,2020-12-09,272.1,274.9,269.2,270.35,48495641,0
SBIN,2020-12-10,269.0,271.0,265.55,269.55,38676657,0
SBIN,2020-12-11,270.05,276.25,270.05,272.45,50255223,0
SBIN,2020-12-14,274.0,276.15,272.35,274.2,31946501,0
SBIN,2020-12-15,274.05,274.05,268.15,270.65,34890948,0
SBIN,2020-12-16,272.8,273.65,268.5,269.4,24844177,0
SBIN,2020-12-17,270.0,272.15,266.7,267.7,25904699,0
SBIN,2020-12-18,267.7,271.95,265.0,271.45,29816205,0
SBIN,2020-12-21,268.45,269.0,251.05,254.7,55160758,0
SBIN,2020-12-22,254.8,258.7,248.25,257.45,51189571,0
SBIN,2020-12-23,256.95,263.9,255.6,263.0,29056404,0
SBIN,2020-12-24,265.0,268.85,264.65,266.85,28585509,0
SBIN,2020-12-28,268.75,276.0,268.0,275.2,36870242,0
SBIN,2020-12-29,276.3,279.9,274.7,277.9,45032526,0
SBIN,2020-12-30,278.0,278.7,272.5,276.9,30971894,0
SBIN,2020-12-31,275.0,277.25,272.6,274.95,29467966,0
SBIN,2021-01-01,274.9,280.0,274.4,279.4,24531791,0
SBIN,2021-01-04,281.85,283.9,277.75,281.05,31450608,0
SBIN,2021-01-05,278.05,282.45,277.0,281.75,27393072,0
SBIN,2021-01-06,283.0,289.15,281.4,285.05,40765708,0
SBIN,2021-01-07,289.0,291.8,287.0,287.7,30546600,0
SBIN,2021-01-08,290.1,291.4,285.2,286.0,32543357,0
SBIN,2021-01-11,288.0,288.2,279.6,282.5,29703173,0
SBIN,2021-01-12,280.0,293.85,277.9,292.5,44307145,0
SBIN,2021-01-13,296.0,308.0,294.5,306.8,78042133,0
SBIN,2021-01-14,306.7,309.25,303.8,307.25,40123498,0
SBIN,2021-01-15,306.8,310.9,301.3,303.85,35307601,0
SBIN,2021-01-18,303.5,308.65,292.2,294.45,54969750,0
SBIN,2021-01-19,297.65,302.5,296.4,298.6,35803901,0
SBIN,2021-01-20,298.8,304.7,296.85,302.55,33759304,0
SBIN,2021-01-21,304.0,305.15,291.5,294.85,29995203,0
SBIN,2021-01-22,295.5,298.0,282.4,283.7,44440810,0
SBIN,2021-01-25,284.5,288.0,277.05,280.95,34034630,0
SBIN,2021-01-27,280.2,284.85,272.7,275.65,39211107,0
SBIN,2021-01-28,271.9,283.35,269.5,282.35,48717297,0
SBIN,2021-01-29,285.6,290.65,279.1,282.1,42300984,0
SBIN,2021-02-01,285.1,313.9,282.75,310.7,103414068,0
SBIN,2021-02-02,315.0,337.4,315.0,333.1,121434166,0
SBIN,2021-02-03,333.75,339.9,325.8,335.95,66420168,0
SBIN,2021-02-04,334.4,358.0,331.1,355.1,145203439,0
SBIN,2021-02-05,387.0,408.35,385.15,393.1,214955688,0
SBIN,2021-02-08,398.0,407.8,394.75,397.05,79389205,0
SBIN,2021-02-09,396.75,403.5,389.0,394.8,63869990,0
SBIN,2021-02-10,394.05,397.9,388.0,392.25,54163507,0
SBIN,2021-02-11,391.8,396.95,388.25,390.15,36392708,0
SBIN,2021-02-12,391.0,399.35,385.55,393.15,53589755,0
SBIN,2021-02-15,397.5,409.45,395.7,406.95,56608937,0
SBIN,2021-02-16,412.0,415.75,400.3,402.35,80365431,0
SBIN,2021-02-17,403.0,414.85,400.15,411.75,74161370,0
SBIN,2021-02-18,425.05,427.7,413.7,415.2,67154539,0
SBIN,2021-02-19,415.0,415.0,395.0,399.55,66155518,0
SBIN,2021-02-22,400.6,401.0,385.65,389.5,52535049,0
SBIN,2021-02-23,392.0,399.7,389.0,395.6,45462768,0
SBIN,2021-02-24,397.0,410.5,395.2,406.25,39632090,0
SBIN,2021-02-25,411.0,414.9,406.55,407.25,46988836,0
SBIN,2021-02-26,399.5,401.0,387.0,390.15,64450414,0
SBIN,2021-03-01,395.1,397.7,391.0,394.95,29677890,0
SBIN,2021-03-02,395.0,399.55,390.55,394.2,30534337,0
SBIN,2021-03-03,396.5,408.9,396.0,405.05,46268223,0
SBIN,2021-03-04,398.7,403.5,394.45,395.65,43603653,0
SBIN,2021-03-05,395.0,395.0,378.1,383.65,72179228,0
SBIN,2021-03-08,388.45,393.4,386.05,389.6,39147858,0
SBIN,2021-03-09,393.45,394.9,382.25,387.6,28054083,0
SBIN,2021-03-10,391.1,393.0,385.7,387.7,22677399,0
SBIN,2021-03-12,391.7,393.2,377.5,381.1,35336355,0
SBIN,2021-03-15,382.5,386.0,369.35,383.9,42722976,0
SBIN,2021-03-16,385.6,387.85,376.1,378.55,38196452,0
SBIN,2021-03-17,378.2,379.65,366.05,368.15,33143064,0
SBIN,2021-03-18,371.5,375.0,361.1,367.1,39405038,0
SBIN,2021-03-19,363.95,372.9,357.25,371.15,60309145,0
SBIN,2021-03-22,372.0,372.8,363.5,367.0,28461974,0
SBIN,2021-03-23,368.7,377.95,367.05,372.7,41032380,0
SBIN,2021-03-24,368.5,369.05,358.65,359.85,42318999,0
SBIN,2021-03-25,360.0,360.85,345.2,355.2,57495003,0
SBIN,2021-03-26,360.0,362.0,354.55,357.2,40718848,0
SBIN,2021-03-30,360.1,364.3,356.3,360.8,39407496,0
SBIN,2021-03-31,360.3,367.85,357.95,364.3,38651025,0
SBIN,2021-04-01,367.7,371.9,363.1,370.65,31883453,0
SBIN,2021-04-05,367.5,369.2,349.05,353.55,51743981,0
SBIN,2021-04-06,355.7,357.0,349.3,350.55,44147709,0
SBIN,2021-04-07,351.25,363.2,347.6,358.55,48023602,0
SBIN,2021-04-08,361.0,363.3,354.3,355.6,33370259,0
SBIN,2021-04-09,354.4,364.5,351.2,353.0,46473100,0
SBIN,2021-04-12,344.0,344.0,322.55,328.85,75501713,0
SBIN,2021-04-13,332.0,342.25,330.5,341.0,49773360,0
SBIN,2021-04-15,342.1,347.55,336.1,342.7,52992349,0
SBIN,2021-04-16,343.0,345.5,338.65,339.9,37766793,0
SBIN,2021-04-19,327.15,332.05,321.3,331.15,53304377,0
SBIN,2021-04-20,335.1,339.9,326.7,329.5,41296147,0
SBIN,2021-04-22,326.0,337.65,323.3,336.65,49105833,0
SBIN,2021-04-23,331.65,339.9,331.65,336.45,44223940,0
SBIN,2021-04-26,339.25,347.45,339.25,344.3,49234985,0
SBIN,2021-04-27,344.0,354.95,342.4,353.05,46003023,0
SBIN,2021-04-28,357.0,364.3,356.05,363.4,56696255,0
SBIN,2021-04-29,365.0,369.95,355.5,359.4,63692926,0
SBIN,2021-04-30,353.45,362.5,350.45,353.5,53832840,0
SBIN,2021-05-03,349.6,352.5,341.4,350.6,43691860,0
SBIN,2021-05-04,355.0,362.9,350.2,351.5,57749307,0
SBIN,2021-05-05,356.5,357.45,348.0,355.4,40872501,0
SBIN,2021-05-06,358.0,359.35,350.55,355.55,36294427,0
SBIN,2021-05-07,357.5,362.0,353.0,358.25,38357618,0
SBIN,2021-05-10,360.5,367.0,358.8,361.7,41739324,0
SBIN,2021-05-11,356.85,366.4,354.75,364.65,41892770,0
SBIN,2021-05-12,362.8,373.5,361.9,367.7,53436590,0
SBIN,2021-05-14,370.0,372.5,359.55,360.45,51722170,0
SBIN,2021-05-17,364.4,385.2,363.65,383.1,106555796,0
SBIN,2021-05-18,390.0,392.55,380.05,382.25,70917710,0
SBIN,2021-05-19,382.0,389.5,381.2,384.4,48189573,0
SBIN,2021-05-20,387.0,387.8,382.0,384.55,42898608,0
SBIN,2021-05-21,390.0,404.4,378.0,401.2,192810772,0
SBIN,2021-05-24,417.0,419.2,405.3,412.05,142964052,0
SBIN,2021-05-25,415.1,415.5,408.5,412.35,56048127,0
SBIN,2021-05-26,413.8,418.75,410.8,413.55,52357719,0
SBIN,2021-05-27,413.7,429.1,412.0,425.2,73392997,0
SBIN,2021-05-28,430.5,433.65,420.05,422.05,65137568,0
SBIN,2021-05-31,421.0,426.0,418.0,424.35,38291043,0
SBIN,2021-06-01,426.05,435.35,425.6,432.55,59299647,0
SBIN,2021-06-02,430.8,437.95,429.15,437.25,38657806,0
SBIN,2021-06-03,437.0,441.95,433.5,439.65,38909199,0
SBIN,2021-06-04,437.5,441.9,431.75,433.6,36898769,0
SBIN,2021-06-07,435.1,437.4,430.8,432.25,20201197,0
SBIN,2021-06-08,432.25,432.5,424.0,427.2,31113823,0
SBIN,2021-06-09,427.5,432.3,418.2,421.45,27784834,0
SBIN,2021-06-10,424.9,433.3,422.4,432.25,27397712,0
SBIN,2021-06-11,434.85,435.5,425.25,429.6,26831924,0
SBIN,2021-06-14,427.0,432.45,416.7,430.35,30106015,0
SBIN,2021-06-15,429.2,432.8,428.0,429.5,16413658,0
SBIN,2021-06-16,428.0,432.75,425.0,425.95,19701175,0
SBIN,2021-06-17,421.0,425.95,416.6,420.25,23048331,0
SBIN,2021-06-18,423.9,423.9,402.65,412.9,45748727,0
SBIN,2021-06-21,406.35,421.0,400.5,419.75,33128978,0
SBIN,2021-06-22,423.0,425.45,417.3,418.65,28442965,0
SBIN,2021-06-23,421.1,424.75,415.0,418.85,27564829,0
SBIN,2021-06-24,420.35,422.75,416.3,417.2,19214547,0
SBIN,2021-06-25,421.0,431.0,419.05,428.8,29886797,0
SBIN,2021-06-28,430.7,433.15,424.55,426.75,29370660,0
SBIN,2021-06-29,427.5,428.95,420.55,421.5,22275961,0
SBIN,2021-06-30,423.0,424.9,418.3,419.2,18337773,0
SBIN,2021-07-01,420.3,423.7,417.15,420.4,16161469,0
SBIN,2021-07-02,420.3,425.4,419.0,424.4,16423811,0
SBIN,2021-07-05,426.5,434.5,424.25,432.65,16483761,0
SBIN,2021-07-06,431.7,436.5,428.2,429.75,20195278,0
SBIN,2021-07-07,429.35,434.0,427.55,432.85,14473774,0
SBIN,2021-07-08,432.8,435.4,422.1,424.45,21433043,0
SBIN,2021-07-09,425.0,427.5,421.05,423.75,16844494,0
SBIN,2021-07-12,426.5,430.25,424.6,427.45,12886781,0
SBIN,2021-07-13,430.0,431.8,428.3,429.1,12831125,0
SBIN,2021-07-14,429.0,432.3,426.4,431.05,12767351,0
SBIN,2021-07-15,432.7,432.95,429.65,431.7,11030732,0
SBIN,2021-07-16,432.0,432.5,427.45,430.0,8713863,0
SBIN,2021-07-19,423.4,429.45,418.85,427.9,14426686,0
SBIN,2021-07-20,427.0,427.0,418.9,420.9,14623321,0
SBIN,2021-07-22,425.55,426.7,420.9,422.05,11799761,0
SBIN,2021-07-23,422.9,429.95,419.5,428.9,17704661,0
SBIN,2021-07-26,427.8,427.8,422.3,423.3,14037519,0
SBIN,2021-07-27,424.15,433.25,424.0,429.95,24119619,0
SBIN,2021-07-28,430.0,430.5,421.05,425.5,17636515,0
SBIN,2021-07-29,426.0,443.6,425.5,441.55,35263606,0
SBIN,2021-07-30,441.5,444.4,430.7,431.8,35196813,0
SBIN,2021-08-02,434.75,436.7,431.8,434.9,16926025,0
SBIN,2021-08-03,434.95,447.9,433.6,446.5,40922962,0
SBIN,2021-08-04,448.65,467.45,441.5,456.95,129761158,0
SBIN,2021-08-05,461.0,462.5,438.4,441.85,58595639,0
SBIN,2021-08-06,443.7,447.0,434.0,435.65,38236066,0
SBIN,2021-08-09,437.9,441.8,431.0,433.4,22196404,0
SBIN,2021-08-10,434.4,436.4,421.7,426.45,27794251,0
SBIN,2021-08-11,429.8,432.9,423.15,428.05,23827946,0
SBIN,2021-08-12,430.0,430.45,425.0,427.15,16847144,0
SBIN,2021-08-13,427.6,432.25,425.0,431.2,20908992,0
SBIN,2021-08-16,430.0,434.0,424.0,424.85,17608693,0
SBIN,2021-08-17,424.85,425.85,415.25,421.5,22957877,0
SBIN,2021-08-18,422.15,424.35,418.0,419.7,17668574,0
SBIN,2021-08-20,415.0,417.35,405.15,406.7,25541790,0
SBIN,2021-08-23,411.1,413.0,401.25,409.5,26559937,0
